 written on 20Apr2015 at 11:43:14 
           6
         857
    3    2    2    2    1    2    3    2    2    3    3    2    2    2    1
    2    2    1    1    2    2    1    1    1    2    2    1    1    1    1
    2    2    1    1    1    1    1    2    3    2    2    2    2    2    2
    3    3    1    3    2    1    1    2    2    1    1    1    2    2    1
    1    1    1    2    2    1    1    1    1    1    2    2    1    1    1
    1    1    1    2    2    1    1    1    1    1    1    1    2    3    1
    1    1    1    1    1    1    1    3    1    1    1    1    1    1    1
    1    1    3    2    2    2    2    2    2    3    3    2    1    1    2
    3    1    1    1    1    1    3    2    1    1    1    1    1    1    2
    2    1    1    1    1    1    1    1    2    3    1    1    1    1    1
    1    1    1    3    1    1    1    1    1    1    1    1    1    2    1
    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1
    1    1    3    1    1    1    1    1    1    1    1    3    2    1    1
    1    1    1    2    3    2    2    3    2    2    2    1    1    1    2
    2    1    1    1    1    1    1    2    1    1    1    1    1    1    1
    1    1    2    1    1    1    1    1    1    1    1    2    1    1    1
    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1
    2    1    1    1    1    1    1    1    1    1    2    1    1    1    1
    1    1    1    1    2    2    1    1    1    1    1    1    1    2    2
    1    1    1    1    2    2    1    2    2    1    2    2    1    1    1
    1    2    2    1    1    1    1    1    1    1    2    2    1    1    1
    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1
    2    1    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    2    1    1    1    1    1    1    1    1    2    1
    1    1    1    1    1    1    1    1    2    1    1    1    1    1    1
    2    2    1    1    1    2    2    2    3    2    1    1    2    2    1
    1    1    1    1    2    3    1    1    1    1    1    1    1    1    3
    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    2    1    1    1    1    1    1    1    1    1    2    1
    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1
    1    1    3    1    1    1    1    1    1    1    1    3    2    1    1
    1    1    1    2    2    1    1    2    3    2    2    2    1    1    1
    2    2    1    1    1    1    1    1    2    1    1    1    1    1    1
    1    1    1    2    1    1    1    1    1    1    1    1    2    1    1
    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1
    1    2    1    1    1    1    1    1    1    1    1    2    1    1    1
    1    1    1    1    1    2    2    1    1    1    1    1    1    1    2
    2    1    1    1    1    2    2    1    2    2    1    2    2    1    1
    1    1    2    2    1    1    1    1    1    1    1    2    2    1    1
    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1
    1    2    1    1    1    1    1    1    1    1    2    1    1    1    1
    1    1    1    1    1    2    1    1    1    1    1    1    1    1    2
    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    2    2    1    1    1    2    2    2    3    2    2    3    2    1
    1    1    1    1    2    3    1    1    1    1    1    1    1    1    3
    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    2    1    1    1    1    1    1    1    1    1    3    1
    1    1    1    1    1    1    1    3    2    1    1    1    1    1    1
    1    2    2    1    1    1    1    1    1    2    3    1    1    1    1
    1    3    2    1    1    2    3    3    2    2    2    2    2    2    3
    1    1    1    1    1    1    1    1    1    3    1    1    1    1    1
    1    1    1    3    2    1    1    1    1    1    1    1    2    2    1
    1    1    1    1    1    2    2    1    1    1    1    1    2    2    1
    1    1    1    2    2    1    1    1    2    2    1    1    2    3    1
    3    3    2    2    2    2    2    2    3    2    1    1    1    1    1
    2    2    1    1    1    1    2    2    1    1    1    2    2    1    1
    2    2    1    2    2    2    3    3    2    2    3    2    1    2    2
    2    3
   -6    0    3    1    1   -0.000330    0.000000
   -6    0    3    2    1   -0.000056   -0.000000
   -6    0    3    3    1    0.000056    0.000000
   -6    0    3    4    1   -0.000037   -0.000000
   -6    0    3    5    1   -0.000084    0.000000
   -6    0    3    6    1    0.000084    0.000000
   -6    0    3    1    2   -0.000056    0.000000
   -6    0    3    2    2   -0.000330    0.000000
   -6    0    3    3    2   -0.000056   -0.000000
   -6    0    3    4    2   -0.000090   -0.000000
   -6    0    3    5    2   -0.000007   -0.000000
   -6    0    3    6    2    0.000101   -0.000000
   -6    0    3    1    3    0.000056   -0.000000
   -6    0    3    2    3   -0.000056    0.000000
   -6    0    3    3    3   -0.000330    0.000000
   -6    0    3    4    3    0.000090   -0.000000
   -6    0    3    5    3    0.000101    0.000000
   -6    0    3    6    3   -0.000007   -0.000000
   -6    0    3    1    4   -0.000069   -0.000000
   -6    0    3    2    4    0.000139   -0.000000
   -6    0    3    3    4   -0.000139   -0.000000
   -6    0    3    4    4    0.000235   -0.000000
   -6    0    3    5    4   -0.000196    0.000000
   -6    0    3    6    4    0.000196    0.000000
   -6    0    3    1    5   -0.000053   -0.000000
   -6    0    3    2    5    0.000013    0.000000
   -6    0    3    3    5   -0.000148    0.000000
   -6    0    3    4    5   -0.000196   -0.000000
   -6    0    3    5    5    0.000235   -0.000000
   -6    0    3    6    5   -0.000196    0.000000
   -6    0    3    1    6    0.000053    0.000000
   -6    0    3    2    6   -0.000148   -0.000000
   -6    0    3    3    6    0.000013    0.000000
   -6    0    3    4    6    0.000196    0.000000
   -6    0    3    5    6   -0.000196   -0.000000
   -6    0    3    6    6    0.000235   -0.000000
   -6    1    2    1    1   -0.000039    0.000000
   -6    1    2    2    1   -0.000008    0.000000
   -6    1    2    3    1    0.000008   -0.000000
   -6    1    2    4    1    0.000032   -0.000000
   -6    1    2    5    1   -0.000098   -0.000000
   -6    1    2    6    1    0.000098   -0.000000
   -6    1    2    1    2   -0.000008    0.000000
   -6    1    2    2    2    0.000017    0.000000
   -6    1    2    3    2    0.000081   -0.000000
   -6    1    2    4    2   -0.000127    0.000000
   -6    1    2    5    2    0.000011   -0.000000
   -6    1    2    6    2   -0.000002   -0.000000
   -6    1    2    1    3    0.000008   -0.000000
   -6    1    2    2    3    0.000081    0.000000
   -6    1    2    3    3    0.000017   -0.000000
   -6    1    2    4    3    0.000127    0.000000
   -6    1    2    5    3   -0.000002    0.000000
   -6    1    2    6    3    0.000011    0.000000
   -6    1    2    1    4   -0.000098   -0.000000
   -6    1    2    2    4    0.000030   -0.000000
   -6    1    2    3    4   -0.000030    0.000000
   -6    1    2    4    4    0.000141   -0.000000
   -6    1    2    5    4   -0.000098   -0.000000
   -6    1    2    6    4    0.000098   -0.000000
   -6    1    2    1    5    0.000030   -0.000000
   -6    1    2    2    5   -0.000100   -0.000000
   -6    1    2    3    5    0.000031    0.000000
   -6    1    2    4    5   -0.000098   -0.000000
   -6    1    2    5    5    0.000099   -0.000000
   -6    1    2    6    5    0.000282    0.000000
   -6    1    2    1    6   -0.000030   -0.000000
   -6    1    2    2    6    0.000031   -0.000000
   -6    1    2    3    6   -0.000100    0.000000
   -6    1    2    4    6    0.000098    0.000000
   -6    1    2    5    6    0.000282   -0.000000
   -6    1    2    6    6    0.000099    0.000000
   -6    1    3    1    1    0.000018    0.000000
   -6    1    3    2    1   -0.000008    0.000000
   -6    1    3    3    1   -0.000081   -0.000000
   -6    1    3    4    1    0.000013   -0.000000
   -6    1    3    5    1   -0.000148    0.000000
   -6    1    3    6    1   -0.000139    0.000000
